650.44400000,0.11175476
649.28725001,0.01
649.28725000,1.8618845
649.28724999,0.010021
649.23000000,0.943554
647.75000517,0.15746815
647.20000001,0.21590345
647.20000000,1.95195073
647.19178001,7
647.19177999,0.011023
645.00000000,24.33203857
643.78550746,0.01219
642.58462928,0.082753
642.45264736,0.010634
642.17000000,20
642.16101166,0.0001004
642.00000000,0.51952525
641.62000000,0.16
641.15358795,1.07571046
641.10000000,10.00033808
641.06301241,0.68450351
641.06200520,0.02758838
640.81100520,0.25
640.37923493,0.01348
640.00000000,0.5
639.55000000,10.1626854
639.50444390,0.00153243
639.05455454,0.00304428
638.85916336,7
637.90000000,10
